Date,Time,RSSI(dB),RxBt(V),Tmp1(@C),A4(V),VFAS(V),Curr(A),Fuel(%),Hdg(@),AccX(g),AccY(g),AccZ(g),Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2018-05-21,20:21:47.700,84,5.1,20002,3.70,11.10,2.0,53,0.00,0.00,0.00,0.00,-9,14,-1024,7,-609,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:47.810,84,5.1,30002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:47.910,84,5.1,10002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:48.050,84,5.1,20002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-7,14,-1024,9,-610,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:48.150,85,5.1,20002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-9,14,-1024,9,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:48.260,85,5.1,30002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:48.360,85,5.1,10002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:48.500,85,5.1,10002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:48.600,86,5.1,20002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:48.710,86,5.1,30002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:48.810,86,5.1,30002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:48.950,86,5.1,10002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:49.050,84,5.1,20002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:49.160,84,5.1,30002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-9,12,-1024,7,-610,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:49.260,84,5.1,30002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-7,12,-1024,7,-610,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:49.400,84,5.1,10002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-7,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:49.500,84,5.1,20002,3.70,11.10,2.0,54,0.00,0.00,0.00,0.00,-7,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:49.610,84,5.1,20002,3.70,11.10,2.0,55,0.00,0.00,0.00,0.00,-7,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:49.710,84,5.1,30002,3.70,11.10,2.0,55,0.00,0.00,0.00,0.00,-7,14,-1024,7,-609,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:49.850,84,5.1,10002,3.70,11.10,2.0,55,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:49.950,84,5.1,10002,3.70,11.10,2.0,55,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:50.060,84,5.1,20002,3.70,11.10,2.0,55,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-3,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:50.160,84,5.1,30002,3.70,11.10,2.0,55,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:50.300,84,5.1,30002,3.70,11.10,2.0,55,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:50.400,83,5.1,10002,3.70,11.10,2.0,55,0.00,0.00,0.00,0.00,-7,14,-1024,7,-610,204,-21,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:50.510,83,5.1,10002,3.70,11.10,2.0,55,0.00,0.00,0.00,0.00,-7,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:50.610,83,5.1,20002,3.70,11.10,2.0,55,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:50.750,83,5.1,30002,3.70,11.10,2.0,55,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:50.850,84,5.1,30002,3.70,11.10,2.0,55,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:52.670,86,5.1,30002,3.70,11.10,2.0,56,0.00,0.00,0.00,0.00,-9,12,-1024,7,-610,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:52.760,86,5.1,30002,3.70,11.10,2.0,56,0.00,0.00,0.00,0.00,-9,14,-1024,7,-609,204,-21,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:52.860,86,5.1,10002,3.70,11.10,2.0,56,0.00,0.00,0.00,0.00,-9,14,-1024,9,-609,204,-21,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:52.960,86,5.1,10002,3.70,11.10,2.0,56,0.00,0.00,0.00,0.00,-9,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
2018-05-21,20:21:53.060,85,5.1,20002,3.70,11.10,2.0,56,0.00,0.00,0.00,0.00,-7,14,-1024,7,-610,204,-21,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0x0000000000000220,7.7
